address,detailUrl,statusType,zipcode,latitude,longitude,price,clean_price,livingarea,status,listingkey,bedrooms,bathrooms
"1031 Charlela Ln, Elk Grove Village, IL",https://www.zillow.com/apartments/elk-grove-village-il/willow-crossing-apartments/5Xt94L/,FOR_RENT,60007,41.995758,-88.02738,,,nan,FOR_RENT,41.995758--88.02738,nan,nan
"908 Ridge Sq, Elk Grove Village, IL",https://www.zillow.com/apartments/elk-grove-village-il/terraces-of-elk-grove/5Xn5fb/,FOR_RENT,60007,42.004044,-87.9909,,,nan,FOR_RENT,42.004044--87.9909,nan,nan
"975 Jefferson Sq, Elk Grove Village, IL",https://www.zillow.com/apartments/elk-grove-village-il/cypress-place/5qBx4S/,FOR_RENT,60007,42.002872,-87.99332,,,nan,FOR_RENT,42.002872--87.99332,nan,nan
"1500A Gibson Dr, Elk Grove Village, IL 60007",https://www.zillow.com/homedetails/1500A-Gibson-Dr-Elk-Grove-Village-IL-60007/2068789414_zpid/,FOR_RENT,60007,42.01164,-88.056335,"$2,200/mo",2200,1137.0,FOR_RENT,2068789414,2.0,1.0
"56 Forest Ln, Elk Grove Village, IL 60007",https://www.zillow.com/homedetails/56-Forest-Ln-Elk-Grove-Village-IL-60007/3456647_zpid/,FOR_RENT,60007,42.02498,-87.98696,"$2,500/mo",2500,1171.0,FOR_RENT,3456647,3.0,1.0
"675 Grove Terrace Vlg #205, Elk Grove Village, IL 60007",https://www.zillow.com/homedetails/675-Grove-Terrace-Vlg-205-Elk-Grove-Village-IL-60007/2067335031_zpid/,FOR_RENT,60007,41.988373,-87.96315,"$1,650/mo",1650,1000.0,FOR_RENT,2067335031,1.0,1.0
"411 Perrie Dr APT 102, Elk Grove Village, IL 60007",https://www.zillow.com/homedetails/411-Perrie-Dr-APT-102-Elk-Grove-Village-IL-60007/2091826566_zpid/,FOR_RENT,60007,42.01939,-87.972374,"$1,550/mo",1550,800.0,FOR_RENT,2091826566,1.0,1.0
"1013 Hartford Ln, Elk Grove Village, IL 60007",https://www.zillow.com/homedetails/1013-Hartford-Ln-Elk-Grove-Village-IL-60007/3465237_zpid/,FOR_RENT,60007,42.001965,-87.980804,"$2,599/mo",2599,1450.0,FOR_RENT,3465237,3.0,2.0
"1713 Vermont Dr #1713, Elk Grove Village, IL 60007",https://www.zillow.com/homedetails/1713-Vermont-Dr-1713-Elk-Grove-Village-IL-60007/446081597_zpid/,FOR_RENT,60007,42.016605,-88.04645,"$2,300/mo",2300,1320.0,FOR_RENT,446081597,2.0,3.0
"724 Michigan Ln, Elk Grove Village, IL 60007",https://www.zillow.com/homedetails/724-Michigan-Ln-Elk-Grove-Village-IL-60007/3440220_zpid/,FOR_RENT,60007,42.004063,-88.0506,"$3,500/mo",3500,2121.0,FOR_RENT,3440220,4.0,3.0
"843 Spring Creek Ct, Elk Grove Village, IL 60007",https://www.zillow.com/homedetails/843-Spring-Creek-Ct-Elk-Grove-Village-IL-60007/3462093_zpid/,FOR_RENT,60007,41.996475,-88.02094,"$2,400/mo",2400,1100.0,FOR_RENT,3462093,2.0,2.0
"991 Charlela Ln, Elk Grove Village, IL",https://www.zillow.com/apartments/elk-grove-village-il/orion-elk-grove/5XjTpK/,FOR_RENT,60007,41.99693,-88.0284,,,nan,FOR_RENT,41.99693--88.0284,nan,nan
"Park Lane Apartments, 2051 Ash St, Des Plaines, IL 60018",https://www.zillow.com/apartments/des-plaines-il/park-lane-apartments/5XjRbV/,FOR_RENT,60018,42.0159,-87.89154,"$1,250+/mo",1250,nan,FOR_RENT,352682681,1.0,1.0
"9443 Maple Drive, 9443 Maple Dr, Des Plaines, IL 60018",https://www.zillow.com/apartments/rosemont-il/9443-maple-drive/9HppCj/,FOR_RENT,60018,41.990635,-87.8613,"$1,500+/mo",1500,845.0,FOR_RENT,440022951,2.0,1.0
"1056 E Oakton St, Des Plaines, IL 60018",https://www.zillow.com/homedetails/1056-E-Oakton-St-Des-Plaines-IL-60018/2061536182_zpid/,FOR_RENT,60018,42.023884,-87.897675,"$3,000/mo",3000,1700.0,FOR_RENT,2061536182,2.0,3.0
"6128 Gage Ave, Rosemont, IL 60018",https://www.zillow.com/homedetails/6128-Gage-Ave-Rosemont-IL-60018/158374867_zpid/,FOR_RENT,60018,41.990932,-87.864975,"$1,375/mo",1375,nan,FOR_RENT,158374867,1.0,1.0
"807 Fairmont Ct, Des Plaines, IL 60018",https://www.zillow.com/homedetails/807-Fairmont-Ct-Des-Plaines-IL-60018/3488626_zpid/,FOR_RENT,60018,42.023857,-87.9045,"$3,500/mo",3500,2500.0,FOR_RENT,3488626,4.0,3.0
"(undisclosed Address), Des Plaines, IL 60018",https://www.zillow.com/homedetails/Des-Plaines-IL-60018/3504751_zpid/,FOR_RENT,60018,,,"$3,500/mo",3500,2600.0,FOR_RENT,3504751,3.0,3.0
"135 Dover Dr APT 19, Des Plaines, IL 60018",https://www.zillow.com/homedetails/135-Dover-Dr-APT-19-Des-Plaines-IL-60018/65549284_zpid/,FOR_RENT,60018,42.023514,-87.92428,"$1,575/mo",1575,nan,FOR_RENT,65549284,2.0,1.0
"(undisclosed Address), Des Plaines, IL 60018",https://www.zillow.com/homedetails/Des-Plaines-IL-60018/2089159004_zpid/,FOR_RENT,60018,,,"$1,600/mo",1600,700.0,FOR_RENT,2089159004,2.0,1.0
"1476 S River Rd, Des Plaines, IL 60018",https://www.zillow.com/homedetails/1476-S-River-Rd-Des-Plaines-IL-60018/3489712_zpid/,FOR_RENT,60018,42.02648,-87.878426,"$7,200/mo",7200,nan,FOR_RENT,3489712,3.0,2.0
"922 Howard Ave, Des Plaines, IL 60018",https://www.zillow.com/homedetails/922-Howard-Ave-Des-Plaines-IL-60018/3502978_zpid/,FOR_RENT,60018,42.016747,-87.90119,"$2,500/mo",2500,1410.0,FOR_RENT,3502978,2.0,2.0
"1034 E Oakton St, Des Plaines, IL 60018",https://www.zillow.com/homedetails/1034-E-Oakton-St-Des-Plaines-IL-60018/2061536176_zpid/,FOR_RENT,60018,42.023754,-87.89871,"$3,300/mo",3300,1751.0,FOR_RENT,2061536176,3.0,3.0
"(undisclosed Address), Des Plaines, IL 60018",https://www.zillow.com/homedetails/Des-Plaines-IL-60018/442344425_zpid/,FOR_RENT,60018,,,"$5,508/mo",5508,nan,FOR_RENT,442344425,2.0,2.0
"2170 Douglas Ave, Des Plaines, IL 60018",https://www.zillow.com/homedetails/2170-Douglas-Ave-Des-Plaines-IL-60018/65555782_zpid/,FOR_RENT,60018,42.01301,-87.905106,"$3,200/mo",3200,1100.0,FOR_RENT,65555782,4.0,2.0
"13 W Main St, Bensenville, IL",https://www.zillow.com/apartments/bensenville-il/main-street-apartments/5ZbG9C/,FOR_RENT,60106,41.957382,-87.940704,,,nan,FOR_RENT,41.957382--87.940704,nan,nan
"116 E George St, Bensenville, IL",https://www.zillow.com/apartments/bensenville-il/the-bennington/CgHqHw/,FOR_RENT,60106,41.941883,-87.93754,,,nan,FOR_RENT,41.941883--87.93754,nan,nan
"Brook Forest, 1131 Center St #1131, Bensenville, IL 60106",https://www.zillow.com/apartments/bensenville-il/brook-forest/BRtxPb/,FOR_RENT,60106,41.932648,-87.941,"$1,350/mo",1350,750.0,FOR_RENT,440016933,1.0,1.0
"1100 Grove Ave, Bensenville, IL",https://www.zillow.com/apartments/bensenville-il/royal-grove-apartments/5XqM9F/,FOR_RENT,60106,41.955208,-87.956085,,,nan,FOR_RENT,41.955208--87.956085,nan,nan
"1063 S Center St, Bensenville, IL 60106",https://www.zillow.com/homedetails/1063-S-Center-St-Bensenville-IL-60106/4408597_zpid/,FOR_RENT,60106,41.933277,-87.941414,"$3,200/mo",3200,3182.0,FOR_RENT,4408597,4.0,3.0
"355 Park St APT 2, Bensenville, IL 60106",https://www.zillow.com/homedetails/355-Park-St-APT-2-Bensenville-IL-60106/2106968626_zpid/,FOR_RENT,60106,41.949104,-87.93116,"$1,995/mo",1995,nan,FOR_RENT,2106968626,3.0,2.0
"1040 S York Rd APT 1N, Bensenville, IL 60106",https://www.zillow.com/homedetails/1040-S-York-Rd-APT-1N-Bensenville-IL-60106/2053697394_zpid/,FOR_RENT,60106,41.934196,-87.94006,"$1,800/mo",1800,1000.0,FOR_RENT,2053697394,2.0,2.0
"323 Marshall Rd, Bensenville, IL",https://www.zillow.com/b/323-marshall-rd-bensenville-il-5YXshq/,FOR_RENT,60106,41.965923,-87.95714,,,nan,FOR_RENT,41.965923--87.95714,nan,nan
"425 S Ellis St, Bensenville, IL 60106",https://www.zillow.com/homedetails/425-S-Ellis-St-Bensenville-IL-60106/4406190_zpid/,FOR_RENT,60106,41.94684,-87.95055,"$7,200/mo",7200,1500.0,FOR_RENT,4406190,3.0,2.0
"1151 David Dr, Bensenville, IL 60106",https://www.zillow.com/homedetails/1151-David-Dr-Bensenville-IL-60106/2054101181_zpid/,FOR_RENT,60106,41.931984,-87.93666,"$1,495/mo",1495,750.0,FOR_RENT,2054101181,1.0,1.0
"1044 S York Rd #1B, Bensenville, IL 60106",https://www.zillow.com/homedetails/1044-S-York-Rd-1B-Bensenville-IL-60106/441775239_zpid/,FOR_RENT,60106,41.934143,-87.940895,"$1,700/mo",1700,1050.0,FOR_RENT,441775239,2.0,1.0
"9600 Franklin Ave, Franklin Park, IL",https://www.zillow.com/apartments/franklin-park-il/premier-luxury-apartments/ChWCNR/,FOR_RENT,60131,41.93608,-87.866035,,,nan,FOR_RENT,41.93608--87.866035,nan,nan
"10209 Chestnut Ave, Franklin Park, IL 60131",https://www.zillow.com/homedetails/10209-Chestnut-Ave-Franklin-Park-IL-60131/2064124259_zpid/,FOR_RENT,60131,41.930935,-87.88016,"$1,300/mo",1300,800.0,FOR_RENT,2064124259,1.0,1.0
"9520 Franklin Ave APT 1, Franklin Park, IL 60131",https://www.zillow.com/homedetails/9520-Franklin-Ave-APT-1-Franklin-Park-IL-60131/413736991_zpid/,FOR_RENT,60131,41.935184,-87.86404,"$1,795/mo",1795,800.0,FOR_RENT,413736991,2.0,1.0
"9533 Schiller Blvd APT 1, Franklin Park, IL 60131",https://www.zillow.com/homedetails/9533-Schiller-Blvd-APT-1-Franklin-Park-IL-60131/2058889541_zpid/,FOR_RENT,60131,41.932884,-87.8645,"$2,600/mo",2600,1650.0,FOR_RENT,2058889541,3.0,2.0
"3320 Ernst St, Franklin Park, IL 60131",https://www.zillow.com/homedetails/3320-Ernst-St-Franklin-Park-IL-60131/3593642_zpid/,FOR_RENT,60131,41.938908,-87.88298,"$4,999/mo",4999,3000.0,FOR_RENT,3593642,6.0,2.0
"9518 Grand Ave APT 2F, Franklin Park, IL 60131",https://www.zillow.com/homedetails/9518-Grand-Ave-APT-2F-Franklin-Park-IL-60131/2099079471_zpid/,FOR_RENT,60131,41.929855,-87.86368,"$1,250/mo",1250,700.0,FOR_RENT,2099079471,1.0,1.0
"2905 Edgington St, Franklin Park, IL 60131",https://www.zillow.com/homedetails/2905-Edgington-St-Franklin-Park-IL-60131/3605312_zpid/,FOR_RENT,60131,41.93174,-87.86251,"$2,300/mo",2300,936.0,FOR_RENT,3605312,2.0,1.0
"2521 Maple St, Franklin Park, IL 60131",https://www.zillow.com/homedetails/2521-Maple-St-Franklin-Park-IL-60131/3606208_zpid/,FOR_RENT,60131,41.92527,-87.85239,"$2,600/mo",2600,1114.0,FOR_RENT,3606208,3.0,2.0
"9732 Johanna Ave, Franklin Park, IL 60131",https://www.zillow.com/homedetails/9732-Johanna-Ave-Franklin-Park-IL-60131/3608591_zpid/,FOR_RENT,60131,41.928818,-87.86918,"$2,500/mo",2500,1196.0,FOR_RENT,3608591,2.0,2.0
"25 W Randolph St, Chicago, IL",https://www.zillow.com/apartments/chicago-il/marquee-at-block-37/65g7KD/,FOR_RENT,60601,41.883717,-87.62866,,,nan,FOR_RENT,41.883717--87.62866,nan,nan
"88 E Wacker Pl, Chicago, IL",https://www.zillow.com/apartments/chicago-il/millie-on-michigan/CgGtSf/,FOR_RENT,60601,41.886776,-87.624725,,,nan,FOR_RENT,41.886776--87.624725,nan,nan
"73 E Lake St, Chicago, IL",https://www.zillow.com/apartments/chicago-il/73-east-lake/5Xg9yq/,FOR_RENT,60601,41.885445,-87.62545,,,nan,FOR_RENT,41.885445--87.62545,nan,nan
"63 E Lake St, Chicago, IL",https://www.zillow.com/apartments/chicago-il/73-east-lake/5XgBW6/,FOR_RENT,60601,41.88563,-87.62578,,,nan,FOR_RENT,41.88563--87.62578,nan,nan
"175 N Harbor Dr, Chicago, IL",https://www.zillow.com/apartments/chicago-il/north-harbor-tower/5XhTyG/,FOR_RENT,60601,41.88527,-87.615555,,,nan,FOR_RENT,41.88527--87.615555,nan,nan
"201 N Garland Ct, Chicago, IL",https://www.zillow.com/apartments/chicago-il/mila/5XcS4S/,FOR_RENT,60601,41.886105,-87.62499,,,nan,FOR_RENT,41.886105--87.62499,nan,nan
"455 E Waterside Dr, Chicago, IL",https://www.zillow.com/apartments/chicago-il/cascade/CjrL9w/,FOR_RENT,60601,41.886917,-87.615364,,,nan,FOR_RENT,41.886917--87.615364,nan,nan
"111 W Wacker Dr, Chicago, IL",https://www.zillow.com/apartments/chicago-il/oneeleven/95x9pN/,FOR_RENT,60601,41.886642,-87.631195,,,nan,FOR_RENT,41.886642--87.631195,nan,nan
"225 N Columbus Dr, Chicago, IL",https://www.zillow.com/apartments/chicago-il/aqua-at-lakeshore-east/5Xj9yT/,FOR_RENT,60601,41.8865,-87.61972,,,nan,FOR_RENT,41.8865--87.61972,nan,nan
"151 N Michigan Ave, Chicago, IL",https://www.zillow.com/apartments/chicago-il/millennium-park-plaza/9bmb/,FOR_RENT,60601,41.88489,-87.624176,,,nan,FOR_RENT,41.88489--87.624176,nan,nan
"345 E Wacker Dr, Chicago, IL",https://www.zillow.com/apartments/chicago-il/coast-at-lakeshore-east/5XkFrs/,FOR_RENT,60601,41.887234,-87.61864,,,nan,FOR_RENT,41.887234--87.61864,nan,nan
"320 N Michigan Ave, Chicago, IL",https://www.zillow.com/apartments/chicago-il/320-n.-michigan/CjjC6z/,FOR_RENT,60601,41.887432,-87.625015,,,nan,FOR_RENT,41.887432--87.625015,nan,nan
"210 N Wells St, Chicago, IL",https://www.zillow.com/apartments/chicago-il/lake-and-wells/BXn6Bt/,FOR_RENT,60601,41.886124,-87.63414,,,nan,FOR_RENT,41.886124--87.63414,nan,nan
"60 E Randolph St, Chicago, IL",https://www.zillow.com/apartments/chicago-il/parkline-chicago/CjSS/,FOR_RENT,60601,41.885017,-87.62599,,,nan,FOR_RENT,41.885017--87.62599,nan,nan
"60 E Randolph St, Chicago, IL",https://www.zillow.com/apartments/chicago-il/parkline-chicago/CjSS/,FOR_RENT,60601,41.885017,-87.628174,,,nan,FOR_RENT,41.885017--87.628174,nan,nan
"155 N Harbor Dr, Chicago, IL",https://www.zillow.com/b/155-n-harbor-dr-chicago-il-CjpZJY/,FOR_RENT,60601,41.88492,-87.61479,,,nan,FOR_RENT,41.88492--87.61479,nan,nan
"201 N Westshore Dr, Chicago, IL",https://www.zillow.com/b/201-n-westshore-dr-chicago-il-C8zh/,FOR_RENT,60601,41.88616,-87.61612,,,nan,FOR_RENT,41.88616--87.61612,nan,nan
"420 E Waterside Dr, Chicago, IL",https://www.zillow.com/b/420-e-waterside-dr-chicago-il-Chcp4h/,FOR_RENT,60601,41.887146,-87.61622,,,nan,FOR_RENT,41.887146--87.61622,nan,nan
"8 E Randolph St, Chicago, IL",https://www.zillow.com/b/8-e-randolph-st-chicago-il-5XjDHB/,FOR_RENT,60601,41.884834,-87.62749,,,nan,FOR_RENT,41.884834--87.62749,nan,nan
"360 E Randolph St, Chicago, IL 60601",https://www.zillow.com/homedetails/360-E-Randolph-St-Chicago-IL-60601/2077618867_zpid/,FOR_RENT,60601,41.884876,-87.617935,"$2,180/mo",2180,650.0,FOR_RENT,2077618867,0.0,1.0
"450 E Benton Pl #2308, Chicago, IL 60601",https://www.zillow.com/homedetails/450-E-Benton-Pl-2308-Chicago-IL-60601/446735593_zpid/,FOR_RENT,60601,41.88554,-87.61685,"$2,675/mo",2675,690.0,FOR_RENT,446735593,1.0,1.0
"340 E Randolph St, Chicago, IL",https://www.zillow.com/b/340-e-randolph-st-chicago-il-CjTzH6/,FOR_RENT,60601,41.885017,-87.61863,,,nan,FOR_RENT,41.885017--87.61863,nan,nan
"400 E Randolph St, Chicago, IL",https://www.zillow.com/b/400-e-randolph-st-chicago-il-Dk6B/,FOR_RENT,60601,41.884716,-87.616516,,,nan,FOR_RENT,41.884716--87.616516,nan,nan
"222 N Columbus Dr APT 2809, Chicago, IL 60601",https://www.zillow.com/homedetails/222-N-Columbus-Dr-APT-2809-Chicago-IL-60601/80852229_zpid/,FOR_RENT,60601,41.88652,-87.62102,"$3,200/mo",3200,1250.0,FOR_RENT,80852229,2.0,2.0
"200 N Dearborn St, Chicago, IL",https://www.zillow.com/apartments/chicago-il/200-n.-dearborn-st.-condos/5XgW4x/,FOR_RENT,60601,41.88609,-87.63001,,,nan,FOR_RENT,41.88609--87.63001,nan,nan
"195 N Harbor Dr, Chicago, IL",https://www.zillow.com/b/195-n-harbor-drive-chicago-il-5Xj6N3/,FOR_RENT,60601,41.885727,-87.61442,,,nan,FOR_RENT,41.885727--87.61442,nan,nan
"201 N Garland Studio, Chicago, IL","https://www.zillow.com/b/building/41.885853,-87.62126_ll/",FOR_RENT,60601,41.885853,-87.62126,,,nan,FOR_RENT,41.885853--87.62126,nan,nan
"363 E Wacker Dr, Chicago, IL",https://www.zillow.com/b/363-e-wacker-dr-chicago-il-65gvcX/,FOR_RENT,60601,41.887146,-87.61735,,,nan,FOR_RENT,41.887146--87.61735,nan,nan
"211 N Harbor Dr, Chicago, IL",https://www.zillow.com/b/211-n-harbor-dr-chicago-il-BW3wxk/,FOR_RENT,60601,41.886337,-87.6147,,,nan,FOR_RENT,41.886337--87.6147,nan,nan
"233 E Wacker Dr, Chicago, IL",https://www.zillow.com/apartments/chicago-il/columbus-plaza/5XdyJM/,FOR_RENT,60601,41.887253,-87.621155,,,nan,FOR_RENT,41.887253--87.621155,nan,nan
"182 W Lake St, Chicago, IL",https://www.zillow.com/apartments/chicago-il/century-tower/5XjBKH/,FOR_RENT,60601,41.88603,-87.633575,,,nan,FOR_RENT,41.88603--87.633575,nan,nan
"360 E South Water St, Chicago, IL",https://www.zillow.com/apartments/chicago-il/shoreham-and-tides/5XfWL9/,FOR_RENT,60601,41.88669,-87.61798,,,nan,FOR_RENT,41.88669--87.61798,nan,nan
"55 E Washington St, Chicago, IL",https://www.zillow.com/apartments/chicago-il/pittsfield-apartments/9PsH/,FOR_RENT,60602,41.883095,-87.62577,,,nan,FOR_RENT,41.883095--87.62577,nan,nan
"6 N Michigan Ave, Chicago, IL",https://www.zillow.com/b/6-n-michigan-ave-chicago-il-9VTY/,FOR_RENT,60602,41.882305,-87.62486,,,nan,FOR_RENT,41.882305--87.62486,nan,nan
"145 N Dearborn St #720, Chicago, IL 60602",https://www.zillow.com/homedetails/145-N-Dearborn-St-720-Chicago-IL-60602/2058726922_zpid/,FOR_RENT,60602,41.884365,-87.62947,"$2,776/mo",2776,728.0,FOR_RENT,2058726922,1.0,1.0
"130 N Garland Ct, Chicago, IL",https://www.zillow.com/b/130-n-garland-ct-chicago-il-CjFZff/,FOR_RENT,60602,41.88392,-87.62572,,,nan,FOR_RENT,41.88392--87.62572,nan,nan
"29 S Lasalle St, Chicago, IL",https://www.zillow.com/apartments/chicago-il/millennium-on-lasalle/CdLXNc/,FOR_RENT,60603,41.88116,-87.63163,,,nan,FOR_RENT,41.88116--87.63163,nan,nan
"30 E Adams St, Chicago, IL",https://www.zillow.com/apartments/chicago-il/the-alfred/F3kF/,FOR_RENT,60603,41.8798,-87.62662,,,nan,FOR_RENT,41.8798--87.62662,nan,nan
"180 W. Adams, 180 W Adams St, Chicago, IL 60603",https://www.zillow.com/apartments/chicago-il/180-w.-adams/CzMQ/,FOR_RENT,60603,41.879536,-87.63345,"$1,895+/mo",1895,nan,FOR_RENT,400893983,1.0,1.0
"26 E Adams St, Chicago, IL 60603",https://www.zillow.com/homedetails/26-E-Adams-St-Chicago-IL-60603/158830184_zpid/,FOR_RENT,60603,41.879707,-87.62674,"$2,285/mo",2285,697.0,FOR_RENT,158830184,1.0,1.0
"65 E Monroe St, Chicago, IL",https://www.zillow.com/b/65-e-monroe-st-chicago-il-5Xj4Dp/,FOR_RENT,60603,41.879898,-87.625275,,,nan,FOR_RENT,41.879898--87.625275,nan,nan
"8 W Monroe St APT 1403, Chicago, IL 60603",https://www.zillow.com/homedetails/8-W-Monroe-St-APT-1403-Chicago-IL-60603/101427678_zpid/,FOR_RENT,60603,41.88095,-87.62815,"$2,800/mo",2800,990.0,FOR_RENT,101427678,2.0,2.0
"60 E Monroe St UNIT 5603, Chicago, IL 60603",https://www.zillow.com/homedetails/60-E-Monroe-St-UNIT-5603-Chicago-IL-60603/118958440_zpid/,FOR_RENT,60603,41.881485,-87.62567,"$4,500/mo",4500,1497.0,FOR_RENT,118958440,2.0,2.0
"310 S Michigan Ave UNIT 810, Chicago, IL 60604",https://www.zillow.com/homedetails/310-S-Michigan-Ave-UNIT-810-Chicago-IL-60604/119089604_zpid/,FOR_RENT,60604,41.877964,-87.62488,"$2,400/mo",2400,762.0,FOR_RENT,119089604,1.0,1.0
"(undisclosed Address), Chicago, IL 60604",https://www.zillow.com/homedetails/Chicago-IL-60604/119098035_zpid/,FOR_RENT,60604,,,"$3,600/mo",3600,1250.0,FOR_RENT,119098035,2.0,2.0
"1130 S Michigan Ave, Chicago, IL",https://www.zillow.com/apartments/chicago-il/eleven-thirty/5XhRHz/,FOR_RENT,60605,41.86853,-87.62471,,,nan,FOR_RENT,41.86853--87.62471,nan,nan
"1326 S Michigan Ave, Chicago, IL",https://www.zillow.com/apartments/chicago-il/arrive-michigan-avenue/9R4j/,FOR_RENT,60605,41.865047,-87.624596,,,nan,FOR_RENT,41.865047--87.624596,nan,nan
"731 S Plymouth Ct, Chicago, IL",https://www.zillow.com/apartments/chicago-il/731-plymouth-by-3l-living/Crzp/,FOR_RENT,60605,41.872547,-87.62837,,,nan,FOR_RENT,41.872547--87.62837,nan,nan
"537 S Dearborn Terminals Building, 537 S Dearborn St APT 14C, Chicago, IL 60605",https://www.zillow.com/apartments/chicago-il/537-s-dearborn-terminals-building/CDYX/,FOR_RENT,60605,41.87488,-87.628944,"$2,695/mo",2695,1250.0,FOR_RENT,2112377883,2.0,2.0
"820 S Michigan Ave, Chicago, IL",https://www.zillow.com/apartments/chicago-il/820-michigan-by-3l-living/F89z/,FOR_RENT,60605,41.87116,-87.62474,,,nan,FOR_RENT,41.87116--87.62474,nan,nan
"1212 S Michigan Ave, Chicago, IL",https://www.zillow.com/apartments/chicago-il/park-michigan-1212-s-michigan-ave/5XhWr5/,FOR_RENT,60605,41.867043,-87.62465,,,nan,FOR_RENT,41.867043--87.62465,nan,nan
"730 S Clark St, Chicago, IL",https://www.zillow.com/apartments/chicago-il/burnham-pointe/ChQR7n/,FOR_RENT,60605,41.87313,-87.630974,,,nan,FOR_RENT,41.87313--87.630974,nan,nan
"1135 S Delano Ct E, Chicago, IL",https://www.zillow.com/apartments/chicago-il/roosevelt-collection-lofts/5ZbvP7/,FOR_RENT,60605,41.8682,-87.63212,,,nan,FOR_RENT,41.8682--87.63212,nan,nan
"1210 S Indiana Ave, Chicago, IL",https://www.zillow.com/apartments/chicago-il/nema-chicago/9RwqTm/,FOR_RENT,60605,41.86681,-87.62358,,,nan,FOR_RENT,41.86681--87.62358,nan,nan
"801 S Financial Pl, Chicago, IL",https://www.zillow.com/apartments/chicago-il/the-elle-apartments/9nbNLV/,FOR_RENT,60605,41.87185,-87.63277,,,nan,FOR_RENT,41.87185--87.63277,nan,nan
"1400 S Wabash Ave, Chicago, IL",https://www.zillow.com/apartments/chicago-il/1400-wabash/CgHFVz/,FOR_RENT,60605,41.863926,-87.62592,,,nan,FOR_RENT,41.863926--87.62592,nan,nan
"51 E 14th St, Chicago, IL",https://www.zillow.com/apartments/chicago-il/coeval/9r2tm7/,FOR_RENT,60605,41.864002,-87.62523,,,nan,FOR_RENT,41.864002--87.62523,nan,nan
"1000 S Clark St, Chicago, IL",https://www.zillow.com/apartments/chicago-il/1000-south-clark/63j37M/,FOR_RENT,60605,41.869884,-87.63113,,,nan,FOR_RENT,41.869884--87.63113,nan,nan
"525 S Dearborn St, Chicago, IL",https://www.zillow.com/apartments/chicago-il/old-franklin-building/5jQZTS/,FOR_RENT,60605,41.874878,-87.628944,,,nan,FOR_RENT,41.874878--87.628944,nan,nan
"1401 S State St, Chicago, IL",https://www.zillow.com/apartments/chicago-il/1401-s.-state/5XjBBG/,FOR_RENT,60605,41.863914,-87.626976,,,nan,FOR_RENT,41.863914--87.626976,nan,nan
"1333 S Wabash Ave, Chicago, IL",https://www.zillow.com/apartments/chicago-il/one333/5Yy4rj/,FOR_RENT,60605,41.86479,-87.62525,,,nan,FOR_RENT,41.86479--87.62525,nan,nan
"1000 S Michigan Ave, Chicago, IL",https://www.zillow.com/apartments/chicago-il/1000m/5YxBLx/,FOR_RENT,60605,41.869663,-87.62461,,,nan,FOR_RENT,41.869663--87.62461,nan,nan
"1407 S Michigan Ave, Chicago, IL",https://www.zillow.com/apartments/chicago-il/1407-on-michigan/9Rwsts/,FOR_RENT,60605,41.863525,-87.62381,,,nan,FOR_RENT,41.863525--87.62381,nan,nan
"900 S Clark St, Chicago, IL",https://www.zillow.com/apartments/chicago-il/amli-900/5XftX2/,FOR_RENT,60605,41.870445,-87.63101,,,nan,FOR_RENT,41.870445--87.63101,nan,nan
"8 E 9th St, Chicago, IL",https://www.zillow.com/apartments/chicago-il/astoria-tower/5XfXtp/,FOR_RENT,60605,41.870827,-87.62709,,,nan,FOR_RENT,41.870827--87.62709,nan,nan
"1001 S State St, Chicago, IL",https://www.zillow.com/apartments/chicago-il/1001-south-state/ChjCnL/,FOR_RENT,60605,41.869873,-87.62704,,,nan,FOR_RENT,41.869873--87.62704,nan,nan
"717 S Clark St, Chicago, IL",https://www.zillow.com/apartments/chicago-il/imprint/CgGvVY/,FOR_RENT,60605,41.873215,-87.63032,,,nan,FOR_RENT,41.873215--87.63032,nan,nan
"2138 S Indiana Ave, Chicago, IL",https://www.zillow.com/apartments/chicago-il/arrive-lex/BXn6Z5/,FOR_RENT,60605,41.853138,-87.62262,,,nan,FOR_RENT,41.853138--87.62262,nan,nan
"808 S Michigan Ave, Chicago, IL",https://www.zillow.com/apartments/chicago-il/sentral-michigan-avenue/CgGvNR/,FOR_RENT,60605,41.871708,-87.62454,,,nan,FOR_RENT,41.871708--87.62454,nan,nan
"1140 S Wabash Ave, Chicago, IL",https://www.zillow.com/apartments/chicago-il/eleven40/CgHDXD/,FOR_RENT,60605,41.868034,-87.62628,,,nan,FOR_RENT,41.868034--87.62628,nan,nan
"1323 S Michigan, 1323 S Michigan Ave #703, Chicago, IL 60605",https://www.zillow.com/apartments/chicago-il/1323-s-michigan/DkVv/,FOR_RENT,60605,41.865063,-87.623856,"$2,650/mo",2650,1106.0,FOR_RENT,2070097882,2.0,1.0
"1545 S State St, Chicago, IL",https://www.zillow.com/apartments/chicago-il/carriage-house-lofts/5XgvLz/,FOR_RENT,60605,41.86052,-87.62677,,,nan,FOR_RENT,41.86052--87.62677,nan,nan
"2 E 8th St, Chicago, IL",https://www.zillow.com/apartments/chicago-il/777-south-state/DSdb/,FOR_RENT,60605,41.871975,-87.626884,,,nan,FOR_RENT,41.871975--87.626884,nan,nan
